title,original_language,release_date,popularity,budget,revenue,runtime,status,genres
Afraid of the Dark,en,10/10/1991,3.615,0,0,91,Released,"Drama, Fantasy, Horror, Thriller"
House of Flesh Mannequins,en,12/3/2009,3.613,500000,0,100,Released,"Drama, Horror"
The Last of Us - No Escape,en,1/12/2017,3.613,0,0,14,Released,"Action, Horror"
Anonymous 616,en,4/17/2018,3.611,0,0,80,Released,"Horror, Thriller"
Bio Hunter,ja,12/8/1995,3.61,0,0,58,Released,"Action, Animation, Horror"
"I Spit on Your Corpse, I Piss on Your Grave",en,11/4/2001,3.61,0,0,71,Released,"Horror, Thriller"
Corpse Prison: Part 1,ja,6/3/2017,3.609,0,0,75,Released,"Drama, Horror"
The Lodge,en,4/11/2008,3.608,0,0,83,Released,"Horror, Thriller"
Dark Mirror,en,1/1/2007,3.606,0,0,86,Released,"Horror, Thriller"
Something in the Dirt,en,11/4/2022,3.604,0,0,116,Released,"Comedy, Horror, Science Fiction"
Nurse Sherri,en,8/1/1978,3.603,0,0,88,Released,Horror
Hoboken Hollow,en,11/16/2005,3.602,1100000,0,98,Released,Horror
Frightmare,en,11/5/1974,3.602,0,0,88,Released,"Horror, Thriller"
Go Goa Gone,hi,5/10/2013,3.602,2700000,5400000,111,Released,"Comedy, Horror"
Tormented,en,9/22/1960,3.601,0,0,75,Released,"Horror, Thriller"
Werewolf: The Devil's Hound,en,5/17/2007,3.599,0,0,89,Released,"Horror, Thriller"
Talisman,en,8/25/1998,3.599,0,0,72,Released,"Horror, Science Fiction"
The Redwood Massacre,en,9/28/2014,3.599,156660,0,82,Released,Horror
Headless,en,2/28/2015,3.597,27000,0,86,Released,Horror
Onmyoji: The Yin Yang Master,ja,10/6/2001,3.596,0,0,116,Released,"Drama, Fantasy, Horror"
Among Friends,en,7/8/2012,3.596,0,0,80,Released,"Comedy, Horror"
Devil Fetus,cn,9/7/1983,3.595,0,0,87,Released,Horror
Queen of Spades: The Dark Rite,ru,9/10/2015,3.595,1000000,2228115,94,Released,Horror
Shadow Builder,en,11/1/1998,3.594,0,0,101,Released,Horror
Bloody Bloody Bible Camp,en,5/25/2012,3.593,0,0,90,Released,"Comedy, Horror"
Black Swarm,en,12/7/2007,3.592,0,0,89,Released,Horror
A Creepshow Holiday Special,en,12/18/2020,3.59,0,0,47,Released,Horror
Sociopathia,en,11/19/2015,3.589,750000,0,86,Released,Horror
The Fare,en,11/19/2018,3.588,0,0,82,Released,"Horror, Mystery, Romance, Thriller"
The Black Dahlia Haunting,en,9/15/2012,3.587,2000,0,80,Released,"Crime, Drama, Horror, Mystery"
The Sleep Curse,cn,4/17/2017,3.587,0,0,102,Released,"Horror, Thriller"
Trapped Ashes,en,9/12/2006,3.586,0,0,105,Released,Horror
Freakshow,en,1/30/2007,3.586,0,0,85,Released,Horror
Ezra,ml,2/10/2017,3.586,1500000,7800000,147,Released,"Horror, Thriller"
The Norliss Tapes,en,2/21/1973,3.585,0,0,72,Released,"Horror, Thriller, TV Movie"
Llamageddon,en,4/20/2015,3.585,0,0,69,Released,"Comedy, Horror"
CTRL,en,8/25/2018,3.584,0,0,80,Released,"Horror, Science Fiction"
Something in the Woods,en,9/6/2022,3.584,0,0,75,Released,Horror
Snakes on a Train,en,8/15/2006,3.583,1000000,0,91,Released,"Action, Horror"
Sole Survivor,en,3/16/1984,3.582,350000,0,85,Released,"Horror, Thriller"
Scary Movie,en,10/18/1991,3.581,0,0,88,Released,"Comedy, Horror, Thriller"
Eden Lodge,en,8/24/2015,3.581,0,0,80,Released,"Horror, Thriller"
Necromancer 2020,th,11/14/2019,3.581,0,0,120,Released,"Action, Fantasy, Horror, Mystery"
Terror,en,1/1/1978,3.577,0,0,87,Released,Horror
Appetites,en,8/4/2015,3.576,0,0,106,Released,"Horror, Thriller"
I'll Never Die Alone,es,8/24/2008,3.575,6000,0,86,Released,"Horror, Thriller"
Nightwish,en,12/5/1989,3.575,0,0,96,Released,"Horror, Science Fiction"
The Dead 2: India,en,8/22/2013,3.575,0,0,98,Released,Horror
Nadja,en,9/13/1994,3.572,0,0,93,Released,"Horror, Thriller"
Miltown,en,10/15/2022,3.572,65000,0,18,In Production,"Horror, Mystery, Science Fiction, Thriller"
Death Factory,en,7/7/2014,3.571,0,0,80,Released,Horror
Child of Satan,en,3/6/2018,3.569,1500000,0,96,Released,"Action, Drama, Horror, Mystery, Thriller"
The She-Creature,en,8/1/1956,3.568,0,0,77,Released,"Fantasy, Horror, Romance"
Incision,en,10/28/2020,3.568,0,0,79,Released,Horror
"Mary, Mary, Bloody Mary",en,5/1/1975,3.567,0,0,101,Released,"Drama, Horror, Mystery"
Eye of the Cat,en,6/18/1969,3.566,0,0,102,Released,Horror
Chilling Visions: 5 Senses of Fear,en,5/15/2013,3.566,0,0,88,Released,Horror
O.C. Babes and the Slasher of Zombietown,en,1/1/2008,3.565,0,0,73,Released,"Comedy, Horror"
Elves,en,10/24/1989,3.565,0,0,89,Released,Horror
Demons of the Mind,en,11/5/1972,3.565,0,0,89,Released,"Horror, Thriller"
The Poltergeist of Borley Forest,en,8/13/2013,3.565,0,0,103,Released,Horror
Creepozoids,en,10/2/1987,3.563,75000,0,72,Released,"Horror, Science Fiction"
The Brotherhood,en,3/15/2001,3.562,0,0,85,Released,Horror
Shredder,en,12/15/2003,3.562,0,0,86,Released,"Comedy, Horror"
Deep Murder,en,6/14/2019,3.561,0,0,95,Released,"Comedy, Horror"
Billy the Kid Versus Dracula,en,4/10/1966,3.558,0,0,73,Released,"Action, Horror, Western"
Shadows of the Dead,en,10/22/2016,3.558,0,0,90,Released,Horror
Island Zero,en,5/15/2018,3.558,0,0,100,Released,Horror
The Midnight Man,en,10/3/2017,3.556,0,0,88,Released,"Comedy, Horror"
Who Invited Them,en,6/5/2022,3.556,0,0,80,Released,"Horror, Thriller"
Echoes of Fear,en,10/16/2019,3.555,0,0,90,Released,Horror
Student Body,en,2/8/2022,3.554,0,0,88,Released,"Horror, Thriller"
Undead or Alive: A Zombedy,en,3/10/2007,3.553,0,0,91,Released,"Action, Comedy, Horror"
Whoever Slew Auntie Roo?,en,2/11/1972,3.551,0,0,91,Released,"Horror, Thriller"
Zombie Massacre 2: Reich of the Dead,en,6/8/2015,3.551,1000000,0,84,Released,"Horror, War"
Knight of the Dead,en,6/30/2013,3.55,0,0,78,Released,"Action, Fantasy, Horror"
Director's Cut,en,7/19/2016,3.548,0,0,82,Released,"Comedy, Horror, Thriller"
2LDK,ja,4/11/2003,3.547,0,0,70,Released,"Comedy, Drama, Horror, Thriller"
The Hunted,en,10/1/2022,3.547,4000,0,33,Released,"Drama, Horror, Mystery, Thriller"
Absence,en,7/5/2013,3.545,0,0,81,Released,"Horror, Thriller"
Anna,en,10/17/2017,3.545,0,0,98,Released,Horror
The Ghost,ko,6/17/2004,3.543,0,0,98,Released,"Horror, Thriller"
Ghost Adventures,en,7/25/2007,3.543,0,0,87,Released,"Documentary, Horror"
Heebie Jeebies,en,2/9/2013,3.543,0,0,85,Released,Horror
The Lady Vanishes,en,3/17/2013,3.543,0,0,86,Released,"Horror, Mystery, Thriller"
Night Zero,en,5/22/2018,3.543,0,0,81,Released,"Horror, Science Fiction, Thriller"
Dead Hooker in a Trunk,en,4/20/2009,3.542,0,0,92,Released,Horror
Return of the Killer Shrews,en,1/1/2012,3.541,0,0,0,Released,Horror
Inside,en,1/11/2012,3.541,0,0,85,Released,Horror
Witchboard 2: The Devil's Doorway,en,7/28/1993,3.54,0,168180,98,Released,"Horror, Mystery"
Living Among Us,en,5/8/2018,3.539,0,0,87,Released,"Comedy, Fantasy, Horror, Science Fiction, Thriller"
We Need to Do Something,en,9/3/2021,3.539,0,0,97,Released,"Horror, Mystery"
Arnold,en,11/16/1973,3.536,0,0,94,Released,"Comedy, Horror, Mystery, Thriller"
Making Contact,en,11/21/1985,3.535,0,0,94,Released,"Adventure, Fantasy, Horror, Science Fiction"
Swamp Devil,en,7/4/2008,3.535,2000000,0,90,Released,Horror
The McPherson Tape,en,1/1/1989,3.535,6500,0,63,Released,"Horror, Science Fiction, Thriller"
Tiny Cinema,en,9/2/2022,3.535,100000,0,84,Released,"Comedy, Horror"
Cthulhu,en,3/31/2007,3.534,0,0,100,Released,"Horror, Thriller"
The Frankenstein Theory,en,3/1/2013,3.533,0,0,87,Released,"Horror, Science Fiction"
Woman in a Box 2,ja,2/27/1988,3.533,0,0,73,Released,"Crime, Horror"
Harvest Lake,en,1/1/2016,3.533,0,0,75,Released,Horror
Nightmares,en,10/30/1980,3.532,0,0,90,Released,Horror
The Man Who Could Cheat Death,en,6/15/1959,3.531,0,0,83,Released,"Horror, Science Fiction"
The Iceman Tapes: Conversations with a Killer,en,6/16/1992,3.531,0,0,47,Released,"Crime, Documentary, Horror, Thriller"
The Trek,th,7/24/2002,3.531,0,0,102,Released,"Adventure, Horror, Thriller"
I Am Omega,en,11/18/2007,3.529,0,0,90,Released,"Action, Horror, Science Fiction"
Virgin Witch,en,6/8/1972,3.529,0,0,88,Released,Horror
The Creeping Terror,en,1/1/1964,3.528,0,0,77,Released,"Horror, Science Fiction"
Killer Tomatoes Strike Back!,en,11/14/1991,3.528,0,0,87,Released,"Action, Comedy, Horror, Science Fiction"
Rage of the Yeti,en,11/12/2011,3.528,1800000,0,86,Released,Horror
Meat Grinder,th,3/18/2009,3.527,0,0,90,Released,"Drama, Horror"
Ragin Cajun Redneck Gators,en,9/5/2013,3.527,0,0,90,Released,"Horror, Science Fiction, Thriller"
Dark Signal,en,5/30/2016,3.527,0,0,98,Released,"Horror, Mystery, Thriller"
Horrors of Spider Island,de,4/15/1960,3.526,0,0,89,Released,Horror
Manticore,en,11/26/2005,3.526,0,0,88,Released,"Action, Fantasy, Horror, Science Fiction, TV Movie"
Pennhurst,en,10/8/2012,3.526,1000000,0,77,Released,Horror
Slasher.com,en,1/16/2017,3.526,0,0,89,Released,"Horror, Thriller"
Night Angel,en,6/2/1990,3.525,0,0,90,Released,Horror
The Mummies of Guanajuato,es,2/3/1972,3.525,0,0,85,Released,"Action, Horror"
Belcebu,es,10/7/2005,3.525,0,0,80,Released,"Horror, Thriller"
Desolation,en,12/15/2017,3.525,0,0,78,Released,"Drama, Horror, Thriller"
Demons,en,10/6/2017,3.525,0,0,105,Released,Horror
One Cut of the Dead Spin-Off: In Hollywood,ja,11/14/2019,3.525,0,0,59,Released,"Comedy, Horror"
The Levenger Tapes,en,9/1/2013,3.523,0,0,92,Released,"Horror, Thriller"
Lost Soul,it,1/20/1977,3.521,0,0,98,Released,"Drama, Horror, Mystery"
Count Dracula,en,12/22/1977,3.521,0,0,150,Released,"Drama, Horror, Thriller, TV Movie"
1920,hi,9/12/2008,3.52,0,0,138,Released,Horror
Closer to God,en,7/25/2014,3.519,0,0,81,Released,"Horror, Science Fiction, Thriller"
Char Man,en,1/22/2019,3.519,0,0,85,Released,"Horror, Thriller"
Astonishing Tales of Terror: Rocktapussy!,en,9/27/2022,3.519,0,0,93,Released,"Comedy, Fantasy, Horror"
Onmyoji: The Yin Yang Master II,ja,10/4/2003,3.518,0,0,112,Released,"Action, Drama, Horror"
"Silent Night, Zombie Night",en,10/31/2009,3.517,0,0,83,Released,"Action, Comedy, Horror, Romance"
Lost Colony: The Legend of Roanoke,en,10/13/2007,3.516,2000000,0,95,Released,"Fantasy, Horror, Mystery, TV Movie"
Hideous!,en,8/26/1997,3.515,0,0,82,Released,"Comedy, Horror"
Alice in Murderland,en,2/5/2010,3.515,0,0,90,Released,"Horror, Thriller"
Selfie from Hell,en,1/25/2018,3.515,0,0,75,Released,"Horror, Mystery"
Scalpel,en,1/1/1977,3.514,0,0,95,Released,"Drama, Horror, Thriller"
Children of Sorrow,en,10/6/2012,3.513,0,0,88,Released,"Horror, Thriller"
Daddy's Girl,en,10/4/2018,3.513,0,0,80,Released,"Crime, Horror, Thriller"
Bloody Oranges,fr,11/17/2021,3.512,0,0,102,Released,"Comedy, Horror"
Jurassic Prey,en,6/23/2015,3.511,0,0,87,Released,"Action, Horror, Science Fiction"
Special Effects,en,11/16/1984,3.51,0,0,106,Released,"Drama, Horror, Thriller"
Tarantulas: The Deadly Cargo,en,12/28/1977,3.509,0,0,100,Released,"Adventure, Horror, Thriller, TV Movie"
The Unwanted,en,3/31/2014,3.509,100000,0,95,Released,"Drama, Horror, Mystery"
X the Unknown,en,9/21/1956,3.507,0,0,81,Released,"Horror, Mystery, Science Fiction"
The Holy Virgin Versus the Evil Dead,cn,6/7/1991,3.507,0,0,92,Released,"Action, Fantasy, Horror"
From Hell It Came,en,8/25/1957,3.506,0,0,73,Released,Horror
Asmodexia,es,4/19/2014,3.506,0,0,90,Released,Horror
The Devil's Ground,en,5/19/2008,3.505,0,0,89,Released,"Horror, Thriller"
Mako: The Jaws of Death,en,7/1/1976,3.504,0,0,91,Released,"Horror, Thriller"
House of Darkness,en,4/17/2016,3.504,2000000,0,86,Released,"Horror, Thriller, TV Movie"
Styria,en,8/21/2014,3.503,3000000,0,99,Released,"Fantasy, Horror, Mystery, Thriller"
Devil of Rape,cn,10/28/1992,3.503,0,0,92,Released,"Comedy, Fantasy, Horror"
Carver,en,3/4/2008,3.501,0,0,97,Released,Horror
The Brotherhood V: Alumni,en,1/18/2009,3.501,0,0,86,Released,Horror
Vlad,en,5/16/2003,3.499,0,41176,98,Released,"Fantasy, Horror, Thriller"
Pee Nak,th,2/21/2019,3.499,0,0,106,Released,"Comedy, Horror"
Epitaph,ko,8/1/2007,3.498,0,0,98,Released,Horror
The Snorkel,en,7/7/1958,3.497,0,0,90,Released,"Crime, Horror, Thriller"
The Haunted Airman,en,10/31/2006,3.496,0,0,68,Released,"Drama, Horror, Thriller"
Satan's Cheerleaders,en,3/18/1977,3.496,0,0,92,Released,"Comedy, Horror"
The Forest,en,1/1/1982,3.496,0,0,85,Released,Horror
Terror in the Wax Museum,en,5/2/1973,3.495,0,0,93,Released,"Horror, Mystery"
Within,en,1/1/2005,3.494,150000,0,95,Released,"Drama, Horror, Thriller"
Strangler vs Strangler,sh,6/18/1984,3.494,0,0,93,Released,"Comedy, Horror, Thriller"
Indriyam,ml,8/1/2000,3.493,0,0,129,Released,Horror
Dark Reel,en,1/1/2008,3.492,1000000,0,108,Released,"Horror, Mystery, Thriller"
Homicidal,en,7/26/1961,3.492,0,0,87,Released,"Horror, Mystery, Thriller"
A Haunted Turkish Bathhouse,ja,1/29/1975,3.492,0,0,82,Released,"Comedy, Crime, Drama, Horror, Romance"
King Cobra,en,8/10/1999,3.491,0,0,93,Released,"Horror, Science Fiction"
Walking the Dead,en,1/1/2010,3.489,0,0,85,Released,Horror
Unhallowed Ground,en,1/1/2015,3.485,0,0,107,Released,"Horror, Thriller"
The Complex,ja,5/13/2013,3.484,0,0,106,Released,Horror
Attack of the Adult Babies,en,8/26/2017,3.484,0,0,84,Released,"Comedy, Horror"
Jagat Arwah,id,9/29/2022,3.484,0,0,107,Released,"Fantasy, Horror"
Chaos,en,8/10/2005,3.481,1000000,0,74,Released,"Horror, Thriller"
Blubberella,en,7/29/2011,3.481,0,0,83,Released,"Action, Comedy, Horror"
Nature of the Beast,en,10/23/1995,3.481,0,0,91,Released,"Crime, Horror, Mystery, Thriller"
Devil's Diary,en,9/22/2007,3.48,0,0,90,Released,"Drama, Horror"
Schoolgirls in Chains,en,1/1/1973,3.48,45000,0,86,Released,Horror
Re-Cut,en,1/4/2010,3.48,0,0,80,Released,"Horror, Thriller"
The Clairvoyant,en,10/24/1982,3.48,0,0,97,Released,"Crime, Drama, Fantasy, Horror, Mystery, Thriller"
RWD,en,9/26/2015,3.48,0,0,80,Released,"Horror, Science Fiction"
Boy Eats Girl,en,6/7/2005,3.477,5000000,0,80,Released,"Comedy, Horror"
The Mummy's Kiss,en,8/1/2003,3.477,0,0,84,Released,Horror
Films Confiscated from a French Brothel,en,3/30/2022,3.477,20000,0,80,Released,"Comedy, Crime, Fantasy, Horror"
Child Eater,en,10/28/2016,3.475,0,0,82,Released,Horror
Cult of the Cobra,en,3/30/1955,3.474,0,0,82,Released,Horror
Brain Dead,en,10/17/2007,3.473,0,0,95,Released,Horror
90210 Shark Attack,en,2/17/2015,3.472,1000000,0,75,Released,"Horror, Science Fiction"
Relentless,en,8/30/1989,3.471,0,0,92,Released,"Crime, Horror, Mystery, Thriller"
Accidental Exorcist,en,6/24/2016,3.471,0,0,105,Released,Horror
Oracle,en,12/31/2022,3.471,0,0,0,Post Production,Horror
Crush,en,4/1/2009,3.47,0,0,82,Released,"Drama, Horror, Thriller"
Satan's Slave,en,8/1/1976,3.47,0,0,86,Released,Horror
Sutures,en,10/4/2009,3.47,0,0,83,Released,"Horror, Thriller"
Junior,fr,5/16/2011,3.47,0,0,22,Released,"Fantasy, Horror"
Gargoyle: Wings of Darkness,en,10/26/2004,3.469,0,0,87,Released,Horror
Chain Reaction,en,1/1/2006,3.469,1066480,0,101,Released,Horror
The Night Evelyn Came Out of the Grave,it,8/18/1971,3.469,0,0,103,Released,"Horror, Mystery, Thriller"
Frostbitten,sv,2/24/2006,3.468,0,0,98,Released,Horror
Night Claws,en,8/23/2012,3.468,0,0,83,Released,Horror
Nude for Satan,it,10/30/1974,3.465,0,0,82,Released,Horror
Scream for Help,en,7/3/1984,3.465,0,0,90,Released,"Crime, Horror, Mystery, Thriller"
Amityville Poltergeist,en,12/1/2020,3.465,10000,0,89,Released,Horror
The Baby,en,3/1/1973,3.464,0,0,84,Released,"Horror, Thriller"
Ashura,ja,4/16/2005,3.464,0,0,119,Released,"Action, Fantasy, Horror"
Public Access Limited,en,10/1/2022,3.464,1600,0,54,Released,"Fantasy, Horror, Thriller"
Pray For Morning,en,5/2/2006,3.461,2000000,0,91,Released,"Horror, Thriller"
Slayer,en,7/8/2006,3.461,0,0,88,Released,"Action, Horror, Science Fiction, TV Movie"
The Vampire Doll,ja,7/4/1970,3.461,0,0,71,Released,Horror
Amityville Uprising,en,1/11/2022,3.461,0,0,85,Released,"Action, Horror, Thriller"
One Remains,en,8/2/2019,3.459,0,0,90,Released,Horror
Game of Werewolves,es,10/7/2011,3.457,0,0,104,Released,"Comedy, Horror"
Gay Zombie,en,5/10/2007,3.456,23000,0,20,Released,"Comedy, Horror"
The Return of La Llorona,en,10/1/2021,3.456,0,0,0,Released,Horror
Dark Harvest II: The Maize,en,1/1/2004,3.452,0,0,100,Released,Horror
Salvage,en,1/1/2006,3.451,25000,0,80,Released,Horror
War of the Colossal Beast,en,6/4/1958,3.451,0,0,69,Released,"Horror, Science Fiction"
Wicked Lake,en,4/26/2008,3.45,0,0,95,Released,"Horror, Thriller"
Bad Ronald,en,10/23/1974,3.45,0,0,74,Released,"Drama, Horror, Thriller, TV Movie"
Last Girl Standing,en,8/31/2015,3.45,0,0,91,Released,"Drama, Horror"
Malevolent,en,12/16/2022,3.45,0,0,0,In Production,Horror
Demon Hunter,en,6/1/2005,3.449,0,0,78,Released,Horror
Nine Lives,en,8/26/2002,3.449,0,0,85,Released,Horror
Puppet Master X: Axis Rising,en,9/15/2012,3.449,0,0,86,Released,Horror
"Horse, Woman, Dog",ja,5/1/1990,3.449,0,0,58,Released,"Drama, Horror"
The Nursery,en,6/15/2018,3.448,0,0,87,Released,"Horror, Thriller"
The Sacred,en,1/1/2012,3.447,0,0,82,Released,"Horror, Thriller"
Evil Breed: The Legend of Samhain,en,3/1/2003,3.446,0,0,78,Released,"Comedy, Horror"
Triloquist,en,7/15/2008,3.444,0,0,90,Released,Horror
Death Row,en,10/14/2006,3.444,0,0,90,Released,"Crime, Horror"
Dark Waters,en,12/29/1993,3.444,0,0,92,Released,"Fantasy, Horror, Mystery"
Drive-In Massacre,en,12/20/1976,3.443,0,0,74,Released,"Horror, Mystery"
Machete Joe,en,1/29/2010,3.443,0,0,81,Released,Horror
Voices,en,10/28/2020,3.442,0,0,108,Released,"Drama, Horror, Thriller"
Evil Ed,en,11/1/1995,3.441,0,0,93,Released,"Comedy, Horror"
Honeydew,en,3/12/2021,3.441,0,32890,106,Released,Horror
#SCREAMERS,en,10/14/2016,3.44,0,0,85,Released,Horror
Raaz: The Mystery Continues...,hi,1/23/2009,3.439,6250000,8000000,137,Released,"Horror, Mystery"
11:11,en,2/1/2004,3.438,0,0,95,Released,"Horror, Thriller"
The Intruder Within,en,2/20/1981,3.438,0,0,91,Released,"Horror, Science Fiction, TV Movie"
Biohazard,en,8/3/1985,3.437,250000,0,79,Released,"Horror, Science Fiction"
Scarecrow,en,12/30/2002,3.437,250000,0,86,Released,"Comedy, Horror"
American Gothic,en,9/22/2017,3.437,0,0,77,Released,"Horror, Thriller"
Angel Guts: Red Vertigo,ja,5/7/1988,3.434,0,0,74,Released,"Drama, Horror, Thriller"
Culture Shock,en,7/4/2019,3.434,0,0,91,Released,"Horror, Thriller, TV Movie"
DeadThirsty,en,1/1/2017,3.433,0,0,78,Released,Horror
The Devil’s Passenger,en,10/16/2018,3.433,0,0,5,Released,Horror
The Unborn,en,3/29/1991,3.431,0,0,83,Released,"Horror, Science Fiction"
Ooga Booga,en,3/12/2013,3.431,0,0,87,Released,"Comedy, Fantasy, Horror"
Ouija,en,11/17/2021,3.431,0,0,0,Released,Horror
Lunacy,cs,11/17/2005,3.43,0,0,118,Released,"Comedy, Horror"
Alien: Ore,en,3/30/2019,3.429,35000,0,11,Released,"Horror, Science Fiction"
Dance of the Dead,en,11/11/2005,3.428,0,0,59,Released,"Horror, Science Fiction, TV Movie"
Lady of Csejte,ru,2/26/2015,3.427,2000000,0,110,Released,"Drama, Horror, Thriller"
The Promise,th,9/7/2017,3.426,0,0,113,Released,"Drama, Horror, Thriller"
Gammera the Invincible,en,12/15/1966,3.425,0,0,86,Released,"Horror, Science Fiction"
Halloweed,en,10/18/2016,3.425,0,0,101,Released,"Comedy, Horror"
The Sublet,en,11/7/2015,3.424,0,0,82,Released,"Drama, Horror, Mystery, Thriller"
Dark Forces,es,8/21/2020,3.424,0,0,81,Released,"Action, Horror, Mystery, Thriller"
Vampire Boys,en,1/1/2011,3.423,0,0,70,Released,Horror
High Moon,en,5/14/2019,3.422,0,0,93,Released,"Action, Horror, Western"
Rowing with the Wind,es,1/1/1988,3.418,0,0,126,Released,"Drama, Horror, Romance, Thriller"
Mr. Boogedy,en,4/20/1986,3.417,0,0,44,Released,"Adventure, Drama, Horror, TV Movie"
La Blue Girl: Revenge of the Shikima Realm,ja,2/24/1995,3.416,0,0,73,Released,"Action, Horror"
The Bloodhound,en,12/1/2020,3.415,0,0,77,Released,"Horror, Mystery"
Amazing Stories,en,7/10/1986,3.414,0,0,111,Released,"Adventure, Fantasy, Horror, TV Movie"
Attack of the Giant Leeches,en,10/1/1959,3.413,0,0,62,Released,"Horror, Science Fiction"
Bio Zombie,cn,6/11/1998,3.413,0,0,94,Released,"Comedy, Horror"
Shocking Dark,it,3/17/1989,3.413,0,0,90,Released,"Action, Horror, Science Fiction"
The Vampire,en,6/1/1957,3.413,0,0,75,Released,Horror
When Black Birds Fly,en,1/15/2016,3.413,0,0,105,Released,"Animation, Horror, Science Fiction"
The Terror Within,en,1/20/1989,3.412,0,858591,90,Released,"Horror, Science Fiction"
Curse of the Undead,en,5/1/1959,3.412,0,0,79,Released,"Horror, Western"
Hollows Grove,en,10/21/2014,3.412,0,0,81,Released,Horror
Taxiwala,te,6/1/2018,3.412,1000000,100000000,150,Released,"Comedy, Horror, Thriller"
Sijjin 3: The Forbidden Love,tr,9/2/2016,3.41,0,0,110,Released,Horror
Murder by Phone,en,12/1/1982,3.409,0,0,90,Released,"Horror, Mystery, Science Fiction, Thriller"
Phantom of Death,it,3/11/1988,3.408,0,0,100,Released,Horror
Tonight She Comes,en,2/13/2018,3.408,0,0,84,Released,Horror
Parasite Eve,ja,2/1/1997,3.406,0,0,120,Released,"Drama, Horror, Romance, Science Fiction, Thriller"
The Open Door,en,10/4/2008,3.406,0,0,93,Released,Horror
Conjurer,en,11/25/2008,3.403,0,0,88,Released,"Horror, Thriller"
Seek,en,10/1/2020,3.403,0,0,5,Released,"Fantasy, Horror"
Asih,id,10/11/2018,3.402,0,0,76,Released,"Drama, Horror"
When Good Ghouls Go Bad,en,10/20/2001,3.401,0,0,93,Released,"Comedy, Family, Fantasy, Horror, Science Fiction, TV Movie"
Aj Zombies!,es,10/10/2017,3.401,600000,0,80,Released,"Comedy, Horror"
BreadCrumbs,en,1/25/2011,3.4,0,0,88,Released,"Horror, Thriller"
Wayward,en,6/14/2022,3.4,0,0,75,Released,"Drama, Horror, Thriller"
Larva,en,1/22/2005,3.398,1500000,0,96,Released,"Horror, Science Fiction, TV Movie"
The Possession of Joel Delaney,en,5/24/1972,3.397,1300000,0,105,Released,Horror
Black Forest,en,2/24/2012,3.396,0,0,85,Released,"Fantasy, Horror, Science Fiction, TV Movie"
Boogeyman,en,8/10/2012,3.395,0,0,85,Released,Horror
Scathing,en,11/15/2016,3.394,0,0,83,Released,"Horror, Thriller"
The Graves,en,1/29/2010,3.393,0,0,88,Released,"Adventure, Horror, Thriller"
Another Yeti a Love Story: Life on the Streets,en,2/14/2017,3.393,0,0,77,Released,"Comedy, Horror"
High Voltage,en,10/19/2018,3.393,0,0,92,Released,"Horror, Thriller"
Virtual Reality,es,3/18/2021,3.393,0,0,85,Released,"Horror, Thriller"
Dr. Caligari,en,1/1/1989,3.392,0,0,80,Released,"Comedy, Fantasy, Horror, Science Fiction"
Don't Go in the Woods,en,9/5/1981,3.392,0,0,82,Released,Horror
Fiend Without a Face,en,7/3/1958,3.391,0,0,74,Released,"Horror, Science Fiction"
The Manster,en,7/1/1959,3.391,0,0,72,Released,Horror
Eyes of Fire,en,10/21/1983,3.39,0,0,90,Released,"Horror, Western"
Dead Within,en,8/23/2014,3.39,0,0,91,Released,"Drama, Horror, Thriller"
Death Valley: The Revenge of Bloody Bill,en,10/26/2004,3.389,750000,0,82,Released,"Drama, Horror, Thriller"
Witch Hunt,en,12/10/1994,3.389,0,0,100,Released,"Crime, Horror, Mystery, TV Movie"
Blind Alley,es,10/14/2011,3.389,0,0,76,Released,"Action, Horror, Thriller"
Blood Bound,en,11/21/2019,3.388,0,0,96,Released,"Horror, Thriller"
The Spiritual Love,cn,11/26/1992,3.387,0,0,75,Released,"Fantasy, Horror"
Attila,en,12/31/2013,3.387,0,0,90,Released,"Action, Horror, Thriller"
Target,id,6/15/2018,3.387,0,0,93,Released,"Action, Comedy, Horror"
The Orphan Killer,en,11/1/2011,3.386,0,0,83,Released,"Horror, Thriller"
Samurai Reincarnation,ja,6/6/1981,3.386,0,0,122,Released,"Action, Fantasy, Horror"
Terrornet,en,9/26/2022,3.386,0,0,88,Released,"Comedy, Horror"
Impulse,en,9/28/1984,3.385,0,0,91,Released,"Horror, Mystery, Science Fiction, Thriller"
Meatball Machine,ja,1/1/2005,3.385,0,0,90,Released,"Action, Horror, Romance, Science Fiction"
The Jungle,en,6/30/2013,3.385,0,0,84,Released,"Horror, Thriller"
Blood Bath,en,3/2/1966,3.384,0,0,62,Released,Horror
Mark Of The Witch,en,5/17/2014,3.384,0,0,80,Released,"Fantasy, Horror, Science Fiction"
Sijjin,tr,9/26/2014,3.384,0,0,96,Released,Horror
Red Canyon,en,1/1/2008,3.383,1500000,0,98,Released,"Action, Horror, Thriller"
Werewolves in Heat,en,12/8/2015,3.382,0,0,71,Released,"Comedy, Horror"
Dawn of the Beast,en,4/6/2021,3.382,0,0,83,Released,"Horror, Thriller"
Furnace,en,12/11/2007,3.381,0,0,90,Released,"Crime, Horror, Mystery"
Inner Senses,cn,12/31/2002,3.381,4000000,0,100,Released,"Crime, Horror, Mystery, Thriller"
Vampire Vs Vampire,cn,7/26/1989,3.38,0,0,86,Released,"Action, Comedy, Horror"
