title,original_language,release_date,popularity,budget,revenue,runtime,status,genres
Night of the Demons III,en,10/7/1997,10.38,0,0,85,Released,Horror
The Watcher in the Woods,en,4/17/1980,10.367,0,5000000,83,Released,"Fantasy, Horror, Thriller"
You Might Be the Killer,en,5/21/2019,10.367,0,0,92,Released,"Comedy, Horror, Mystery"
Ghost Killers vs. Bloody Mary,pt,11/29/2018,10.356,0,0,103,Released,"Comedy, Horror"
Ghost Track,en,10/11/2022,10.356,0,0,74,Released,Horror
Daeng,th,3/31/2022,10.356,0,0,110,Released,"Comedy, Horror"
Chopping Mall,en,3/21/1986,10.353,800000,0,77,Released,"Horror, Science Fiction"
The Atticus Institute,en,1/20/2015,10.352,0,0,92,Released,Horror
Desperation,en,5/23/2006,10.339,12000000,0,131,Released,"Drama, Fantasy, Horror, Mystery, Thriller"
Satan's Slaves 2: Communion,id,8/4/2022,10.334,0,0,119,Released,"Drama, Horror, Mystery"
Don't Torture a Duckling,it,9/29/1972,10.323,0,0,105,Released,Horror
Contracted,en,7/7/2013,10.322,0,58221,84,Released,"Horror, Thriller"
The Eye,cn,5/9/2002,10.319,10706075,1766761,98,Released,Horror
The Bride,ru,1/19/2017,10.314,1500000,6945256,90,Released,"Horror, Mystery, Thriller"
Bram Stoker's Van Helsing,en,3/29/2021,10.312,0,0,86,Released,Horror
The Perfection,en,9/20/2018,10.304,0,0,90,Released,"Drama, Horror, Thriller"
Urotsukidōji: Legend of the Overfiend,ja,3/18/1989,10.294,0,0,108,Released,"Action, Animation, Fantasy, Horror"
The Old Ways,en,10/16/2020,10.294,0,0,90,Released,"Fantasy, Horror"
The Prophecy II,en,1/20/1998,10.293,0,0,83,Released,"Fantasy, Horror, Thriller"
Evolution,fr,9/14/2015,10.29,0,0,81,Released,"Drama, Horror, Mystery"
Frank and Penelope,en,6/3/2022,10.29,0,0,112,Released,"Crime, Horror, Thriller"
Night of the Demons,en,8/30/2009,10.276,10000000,0,93,Released,Horror
August Underground,en,1/1/2001,10.271,0,0,70,Released,Horror
Hunger,en,5/12/2009,10.269,625000,0,101,Released,Horror
Ju-on: The Curse 2,ja,3/25/2000,10.267,0,0,76,Released,Horror
The Prey,en,11/4/1983,10.264,0,0,80,Released,Horror
Bedeviled,en,6/28/2017,10.263,0,0,91,Released,"Horror, Thriller"
What Have You Done to Solange?,it,3/9/1972,10.261,0,0,107,Released,"Horror, Mystery, Thriller"
Dark Angel,en,1/26/1990,10.257,7000000,9229401,91,Released,"Action, Crime, Horror, Science Fiction, Thriller"
Night of the Zombies,it,11/17/1980,10.257,0,0,99,Released,"Horror, Science Fiction, Thriller"
Spring,en,10/8/2014,10.246,0,49970,109,Released,"Horror, Romance, Science Fiction"
The Prophecy 3: The Ascent,en,3/14/2000,10.245,0,0,84,Released,"Fantasy, Horror, Thriller"
Michael Jackson's Thriller,en,11/14/1983,10.242,1100000,0,14,Released,"Horror, Music"
Terra Formars,ja,4/29/2016,10.239,0,0,109,Released,"Action, Horror, Science Fiction"
Peeping Tom,en,5/16/1960,10.238,150000,83957,101,Released,"Drama, Horror, Thriller"
High Spirits,en,11/18/1988,10.236,0,7399763,99,Released,"Comedy, Fantasy, Horror"
Rodan,ja,12/26/1956,10.232,0,1333289,72,Released,"Horror, Science Fiction"
Tarantula,en,12/14/1955,10.225,0,0,80,Released,"Horror, Science Fiction, Thriller"
Session 9,en,8/10/2001,10.223,1500000,1612259,100,Released,"Horror, Mystery"
Tragedy Girls,en,10/20/2017,10.22,0,0,98,Released,"Comedy, Horror"
The Nanny,en,5/1/2018,10.218,0,0,80,Released,"Fantasy, Horror, Mystery, Science Fiction, Thriller"
The Thaw,en,1/1/2009,10.217,0,0,94,Released,"Horror, Science Fiction, Thriller"
The Toxic Avenger,en,5/1/1984,10.214,475000,800000,82,Released,"Comedy, Horror, Science Fiction"
Big Bad Wolf,en,10/25/2006,10.214,0,0,95,Released,"Comedy, Horror"
Autopsy,en,8/24/2008,10.207,2000000,0,84,Released,"Horror, Thriller"
The Hollow Child,en,5/18/2018,10.205,0,0,92,Released,Horror
2001 Maniacs,en,5/12/2005,10.204,3000000,0,87,Released,"Comedy, Horror"
Black Death,en,6/7/2010,10.203,0,382879,102,Released,"Drama, History, Horror"
Slayers,en,10/21/2022,10.195,0,0,88,Post Production,"Comedy, Fantasy, Horror"
The Keep,en,12/16/1983,10.193,6000000,3661757,96,Released,"Drama, Fantasy, Horror"
Diary of the Dead,en,2/22/2008,10.191,2000000,5540941,95,Released,"Fantasy, Horror, Science Fiction, Thriller"
Coming Home in the Dark,en,8/12/2021,10.189,0,0,93,Released,"Horror, Thriller"
Antiviral,en,9/19/2012,10.184,2400000,0,110,Released,"Horror, Science Fiction"
Housebound,en,9/4/2014,10.175,0,0,109,Released,"Comedy, Horror, Thriller"
Rabid,en,12/13/2019,10.174,0,0,107,Released,"Horror, Science Fiction"
The Soul Conductor,ru,11/29/2018,10.166,1500000,0,89,Released,"Horror, Thriller"
Visitor Q,ja,3/17/2001,10.163,60400,0,84,Released,"Comedy, Drama, Horror, Thriller"
Ringu 0,ja,1/22/2000,10.163,6000000,0,99,Released,"Horror, Thriller"
Children of the Corn 666: Isaac's Return,en,10/19/1999,10.163,0,0,82,Released,"Horror, Mystery"
"Greta, the Mad Butcher",de,1/21/1977,10.161,0,0,90,Released,"Drama, Horror"
The Mansion,fr,6/21/2017,10.152,0,0,100,Released,"Comedy, Horror"
The Curse of the Werewolf,en,5/1/1961,10.147,0,0,93,Released,Horror
Sam Was Here,en,9/27/2016,10.146,0,0,75,Released,"Horror, Mystery, Thriller"
The Bad Seed,en,9/12/1956,10.144,1000000,0,129,Released,"Drama, Horror, Mystery, Thriller"
The Hills Have Eyes Part II,en,8/2/1985,10.142,700000,0,86,Released,Horror
The Changeling,en,3/28/1980,10.14,7600000,12000000,103,Released,Horror
Kristy,en,8/7/2014,10.139,6900000,0,86,Released,"Horror, Thriller"
Mega Shark vs. Crocosaurus,en,12/21/2010,10.129,0,0,90,Released,"Action, Horror, Science Fiction"
Into the Grizzly Maze,en,2/27/2015,10.122,10000000,0,94,Released,"Action, Horror, Thriller"
Scream of the Banshee,en,3/26/2011,10.115,2000000,0,90,Released,"Horror, TV Movie"
Bad Taste,en,12/1/1987,10.113,25710,0,92,Released,"Action, Comedy, Horror, Science Fiction"
The Lodger,en,1/14/2009,10.113,0,0,95,Released,"Drama, Horror, Mystery, Thriller"
Demons 2,it,10/9/1986,10.111,1500000,0,91,Released,"Fantasy, Horror"
Dumplings,cn,8/19/2004,10.108,0,0,91,Released,Horror
The Golem,en,8/27/2018,10.105,0,0,95,Released,"Drama, Horror"
Hansel & Gretel,ko,12/27/2007,10.097,4000000,2206625,117,Released,"Drama, Fantasy, Horror"
The Innkeepers,en,8/18/2011,10.096,750000,78396,102,Released,"Horror, Thriller"
John Dies at the End,en,1/25/2013,10.095,0,0,99,Released,"Comedy, Horror"
Rabid,en,4/8/1977,10.091,530000,0,91,Released,"Horror, Science Fiction"
The ABCs of Death,en,3/8/2013,10.088,0,23589,123,Released,Horror
The Gate,en,4/21/1987,10.085,2500000,13500000,86,Released,"Fantasy, Horror"
Flesh & Blood,en,11/2/2018,10.085,0,0,93,Released,"Horror, Mystery, Thriller"
Zombie 3,it,6/1/1988,10.084,0,0,95,Released,"Action, Horror, Science Fiction"
Apartment 1303 3D,en,12/6/2012,10.081,5000000,3377891,101,Released,Horror
Hounded,en,10/21/2022,10.08,0,0,94,Released,"Action, Horror, Thriller"
Fido,en,9/7/2006,10.077,8000000,426224,91,Released,"Comedy, Drama, Horror, Romance"
The Tag-Along,zh,11/17/2015,10.063,0,0,92,Released,"Horror, Thriller"
The Lake,th,8/18/2022,10.046,2480000,0,105,Released,"Drama, Horror, Science Fiction, Thriller"
VFW,en,9/21/2019,10.043,0,0,92,Released,"Action, Horror"
Apartment 143,en,10/11/2011,10.039,0,4132000,80,Released,"Horror, Thriller"
Zombies Anonymous: Last Rites of the Dead,en,10/21/2006,10.032,0,0,118,Released,"Comedy, Horror"
Starry Eyes,en,7/29/2014,10.031,0,0,98,Released,"Drama, Horror"
KM 31: Kilometer 31,es,10/19/2006,10.022,0,0,103,Released,"Horror, Mystery, Thriller"
The Head Hunter,en,4/5/2019,10.016,30000,44652,72,Released,"Fantasy, Horror"
The Hunger,en,4/29/1983,10.015,0,5979292,97,Released,"Drama, Horror"
Vampire Circus,en,4/30/1972,10.012,0,0,87,Released,Horror
Truth or Dare,en,10/8/2017,10,0,0,90,Released,"Fantasy, Horror, Mystery, Science Fiction, Thriller"
Dorothy Mills,en,8/6/2008,9.996,500000,0,102,Released,"Drama, Horror, Mystery, Thriller"
Begotten,en,6/5/1991,9.993,33000,0,72,Released,"Fantasy, Horror"
The Wicker Man,en,12/1/1973,9.989,810000,0,94,Released,Horror
Buried Alive,en,5/9/1990,9.989,0,0,93,Released,"Horror, Thriller, TV Movie"
Most Beautiful Island,en,11/3/2017,9.989,0,0,80,Released,"Drama, Horror, Thriller"
Matango,ja,8/11/1963,9.981,0,0,89,Released,"Fantasy, Horror, Mystery, Science Fiction, Thriller"
Candyman: Day of the Dead,en,7/9/1999,9.974,0,0,93,Released,"Horror, Thriller"
Liverleaf,ja,4/7/2018,9.972,0,0,114,Released,"Drama, Horror, Thriller"
Path of Darkness: Making 'Silent Hill',en,8/22/2006,9.969,0,0,59,Released,"Documentary, Horror"
No Man's Land: The Rise of Reeker,en,5/1/2008,9.967,2000000,0,88,Released,"Horror, Thriller"
What the Waters Left Behind,es,10/28/2017,9.964,0,0,98,Released,Horror
House at the End of the Street,en,9/21/2012,9.963,6900000,44287131,101,Released,"Horror, Thriller"
Demonic,en,2/12/2015,9.962,3000000,3387000,83,Released,"Horror, Thriller"
Hatchet II,en,8/26/2010,9.959,2500000,156190,85,Released,"Comedy, Horror, Thriller"
Cruel Jaws,en,5/5/1995,9.957,0,0,93,Released,"Adventure, Horror, Thriller"
Three… Extremes,ko,8/20/2004,9.952,77532,516930,125,Released,Horror
Bates Motel,en,7/5/1987,9.935,0,0,95,Released,"Comedy, Drama, Horror, TV Movie"
Stake Land,en,9/30/2010,9.922,650000,33245,98,Released,"Drama, Horror, Science Fiction"
What Keeps You Alive,en,1/4/2018,9.918,0,0,99,Released,"Horror, Thriller"
Gozu,ja,7/11/2003,9.913,250000,0,130,Released,"Comedy, Crime, Fantasy, Horror, Mystery, Thriller"
Screamers,en,9/8/1995,9.911,20000000,5781885,108,Released,"Horror, Science Fiction"
Open Grave,en,8/13/2013,9.91,0,0,102,Released,"Horror, Mystery, Thriller"
Wolves at the Door,en,10/21/2016,9.91,0,0,73,Released,"Horror, Thriller"
Dracula: Prince of Darkness,en,1/9/1966,9.905,280379,364937,90,Released,Horror
Sadomania,es,3/27/1981,9.902,0,198242,84,Released,"Action, Drama, Horror"
Caveat,en,7/28/2022,9.898,350000,0,88,Released,"Horror, Mystery"
Vamps,ru,2/22/2017,9.886,0,0,90,Released,"Action, Fantasy, Horror, Thriller"
The Car,en,5/12/1977,9.884,0,0,96,Released,Horror
Playback,en,3/9/2012,9.876,7500000,0,95,Released,"Horror, Thriller"
Ticks,en,10/12/1993,9.875,2000000,0,85,Released,"Horror, Science Fiction"
Nazi Overlord,en,11/13/2018,9.874,0,0,88,Released,"Action, Horror, Mystery"
Sssssss,en,7/6/1973,9.865,0,0,99,Released,"Horror, Science Fiction"
Muse,es,11/9/2017,9.861,0,0,107,Released,"Horror, Thriller"
Dead Tone,en,5/16/2007,9.854,3000000,0,100,Released,"Horror, Thriller"
Wicked City,ja,4/19/1987,9.851,0,0,82,Released,"Action, Animation, Fantasy, Horror"
Mutants,fr,5/6/2009,9.848,0,0,85,Released,"Horror, Science Fiction"
Let Us Prey,en,4/17/2014,9.848,0,0,92,Released,"Horror, Thriller"
April Fool's Day,en,3/27/1986,9.846,5000000,0,89,Released,"Horror, Mystery"
Malibu Shark Attack,en,7/25/2009,9.835,3000000,0,87,Released,"Action, Horror, TV Movie"
Body Melt,en,10/28/1994,9.825,0,0,81,Released,"Comedy, Horror, Science Fiction"
Raven's Hollow,en,9/22/2022,9.825,0,0,98,Released,"Horror, Thriller"
The Seasoning House,en,8/21/2012,9.819,0,0,89,Released,Horror
I Am Not a Serial Killer,en,8/26/2016,9.813,0,0,104,Released,"Drama, Horror, Mystery, Thriller"
House of Voices,fr,6/23/2004,9.81,320000,6782283,98,Released,"Horror, Mystery"
Gnaw,en,9/16/2017,9.807,0,0,99,Released,Horror
Ogre,en,3/8/2008,9.804,0,0,90,Released,"Horror, Science Fiction"
They,en,11/1/2002,9.802,17000000,0,89,Released,"Horror, Thriller"
Cronos,es,11/5/1993,9.799,0,0,94,Released,"Drama, Horror, Thriller"
Visions,en,8/28/2015,9.795,0,0,80,Released,"Horror, Thriller"
Like Minds,en,8/3/2006,9.784,8000000,0,110,Released,"Crime, Horror, Mystery, Thriller"
The House Next Door: Meet the Blacks 2,en,6/11/2021,9.782,0,2893660,97,Released,"Comedy, Horror"
Realms,en,12/21/2017,9.778,0,0,90,Released,"Horror, Mystery"
Always Shine,en,11/25/2016,9.777,0,0,85,Released,"Drama, Horror, Mystery, Thriller"
Troll,en,1/17/1986,9.774,1100000,5450815,82,Released,"Fantasy, Horror"
Pathology,en,4/11/2008,9.773,8000000,0,95,Released,"Crime, Horror, Thriller"
Love To Kill,cn,11/18/1993,9.766,87,0,87,Released,"Drama, Horror"
Night of the Creeps,en,8/21/1986,9.759,5000000,591366,90,Released,"Comedy, Horror, Science Fiction"
Censor,en,6/11/2021,9.759,0,314785,84,Released,"Horror, Mystery"
Patrick,en,10/15/2013,9.755,0,0,96,Released,"Horror, Science Fiction, Thriller"
The Wasteland,es,10/12/2021,9.755,0,0,91,Released,"Drama, Horror, Thriller"
Blackout,en,5/28/2008,9.741,0,0,85,Released,"Horror, Thriller"
Dead Birds,en,5/19/2004,9.732,1500000,0,91,Released,"Horror, Thriller, Western"
Predator World,en,9/18/2017,9.731,0,0,85,Released,"Comedy, Horror, Science Fiction"
Scarecrows,en,9/28/1988,9.727,425000,0,83,Released,Horror
Vacations of Terror,es,1/1/1989,9.727,0,0,90,Released,Horror
Demon Seed,en,4/7/1977,9.724,0,0,94,Released,"Horror, Science Fiction"
The Hoarder,en,5/21/2015,9.721,0,0,86,Released,"Horror, Thriller"
Cam,en,10/1/2018,9.718,0,0,95,Released,"Horror, Mystery, Thriller"
Madhouse,en,7/30/2004,9.713,0,0,91,Released,"Horror, Thriller"
Soul Survivors,en,9/6/2001,9.711,17000000,4299141,84,Released,"Horror, Mystery, Thriller"
Psycho Beach Party,en,8/6/2000,9.707,1500000,268117,95,Released,"Comedy, Horror"
Jug Face,en,8/9/2013,9.704,0,0,81,Released,"Drama, Horror, Thriller"
Mega Shark vs. Kolossus,en,6/18/2015,9.703,0,0,90,Released,"Action, Horror, Mystery, Science Fiction, Thriller"
Bad Milo!,en,8/28/2013,9.702,0,19613,85,Released,"Comedy, Horror"
Orgasm Torture in Satan's Rape Clinic,en,9/28/2004,9.701,0,0,45,Released,Horror
The Den,en,12/12/2013,9.694,0,0,81,Released,"Horror, Thriller"
Bless the Child,en,8/11/2000,9.677,40000000,0,107,Released,"Crime, Drama, Horror, Thriller"
Breaking Wind,en,3/27/2012,9.677,0,0,83,Released,"Comedy, Horror"
Man-Thing,en,4/21/2005,9.669,5000000,1123136,105,Released,"Action, Fantasy, Horror"
The Breed,en,5/17/2006,9.666,0,1675484,90,Released,"Horror, Thriller"
The Forgotten Ones,en,11/8/2008,9.665,0,0,84,Released,"Action, Horror"
Infini,en,4/11/2015,9.665,0,0,110,Released,"Horror, Science Fiction, Thriller"
It! The Terror from Beyond Space,en,7/31/1958,9.664,0,0,69,Released,"Horror, Science Fiction"
House of the Dead,en,4/11/2003,9.663,12000000,13818181,90,Released,"Action, Horror, Thriller"
Python,en,8/9/2000,9.651,0,0,99,Released,"Comedy, Horror, Science Fiction"
The Howling: Reborn,en,10/18/2011,9.646,0,0,92,Released,Horror
The Institute,en,3/3/2017,9.644,3000000,0,90,Released,"Horror, Mystery, Thriller"
Nightwatch,da,2/25/1994,9.64,0,0,107,Released,"Horror, Thriller"
Vampyres,en,1/1/1974,9.64,0,0,87,Released,Horror
Body Snatchers,en,6/9/1993,9.639,13000000,428868,87,Released,"Horror, Science Fiction, Thriller"
Don't Hug Me I'm Scared,en,7/25/2011,9.638,0,0,4,Released,"Animation, Fantasy, Horror, Music"
Psycho III,en,4/2/1986,9.632,8400000,14481606,93,Released,"Horror, Thriller"
Return of the Living Dead: Necropolis,en,10/15/2005,9.632,6000000,0,88,Released,"Action, Comedy, Horror"
The Scary House,de,10/30/2020,9.621,0,0,100,Released,"Family, Fantasy, Horror"
Pieces,en,8/23/1982,9.619,0,1198346,85,Released,"Horror, Mystery"
Amityville 3-D,en,11/18/1983,9.618,0,6333135,105,Released,"Horror, Thriller"
Indigenous,en,4/16/2014,9.606,0,0,86,Released,Horror
The Returned,en,11/15/2013,9.602,0,0,98,Released,"Drama, Horror, Thriller"
The Burning,en,5/8/1981,9.597,1500000,0,91,Released,Horror
Wither,sv,5/4/2013,9.593,0,0,95,Released,"Horror, Thriller"
Population 436,en,7/4/2006,9.59,0,0,88,Released,"Horror, Thriller"
Blood Monkey,en,9/24/2007,9.589,0,0,88,Released,"Action, Adventure, Horror, Thriller"
No One Lives,en,3/9/2013,9.589,2900000,74918,86,Released,"Horror, Thriller"
Route 666,en,10/30/2001,9.586,2300000,0,86,Released,"Action, Horror, Thriller"
Twins of Evil,en,10/3/1971,9.579,0,0,87,Released,Horror
Swallow,en,1/15/2020,9.576,0,0,96,Released,"Drama, Horror, Thriller"
Some Like It Rare,fr,9/10/2021,9.575,0,0,87,Released,"Comedy, Horror"
Robert,en,8/24/2015,9.566,0,0,90,Released,Horror
Dinocroc vs. Supergator,en,6/26/2010,9.562,0,0,80,Released,"Horror, Science Fiction"
Society,en,5/13/1989,9.561,0,0,100,Released,"Comedy, Horror, Mystery"
The Offering,en,5/6/2016,9.558,0,0,95,Released,"Horror, Mystery, Thriller"
Big Legend,en,7/1/2018,9.556,0,0,89,Released,"Action, Horror, Thriller"
The Night Watchmen,en,3/4/2017,9.55,0,0,90,Released,"Comedy, Horror"
Raze,en,4/21/2013,9.532,0,0,92,Released,"Horror, Thriller"
The Plague of the Zombies,en,1/9/1966,9.531,0,0,91,Released,Horror
Beyond the Black Rainbow,en,12/3/2010,9.527,1100000,0,110,Released,"Fantasy, Horror, Science Fiction"
Lady in White,en,4/22/1988,9.51,4700000,0,113,Released,"Horror, Thriller"
Phantom of the Paradise,en,10/31/1974,9.503,0,0,92,Released,"Comedy, Fantasy, Horror, Music, Thriller"
The Forsaken,en,4/27/2001,9.502,5000000,0,91,Released,"Horror, Thriller"
Violent Delights,es,10/1/2020,9.501,0,0,90,Released,Horror
Jackals,en,9/1/2017,9.496,0,0,86,Released,"Horror, Thriller"
The Return of Swamp Thing,en,5/11/1989,9.491,4000000,192816,84,Released,"Horror, Science Fiction"
Frontier(s),fr,7/1/2007,9.484,3000000,0,108,Released,"Action, Drama, Horror, Thriller"
Invaders from Mars,en,6/6/1986,9.483,12000000,4884663,100,Released,"Adventure, Family, Horror, Mystery, Science Fiction"
Echo Torch,en,10/21/2016,9.481,0,0,20,Released,"Horror, Science Fiction"
The Gorgon,en,10/18/1964,9.478,0,0,83,Released,"Fantasy, Horror"
Shrew's Nest,es,9/21/2014,9.472,0,0,91,Released,"Drama, Horror, Thriller"
Blood Creek,en,10/9/2009,9.47,0,0,90,Released,"Horror, Thriller"
The Dentist,en,6/7/1996,9.468,2500000,0,92,Released,"Horror, Thriller"
White Noise 2: The Light,en,1/5/2007,9.465,0,0,99,Released,"Fantasy, Horror, Thriller"
Red: Werewolf Hunter,en,10/30/2010,9.465,0,0,88,Released,"Action, Fantasy, Horror, Thriller"
Maniac Cop,en,5/13/1988,9.46,1100000,0,85,Released,"Action, Crime, Horror, Mystery"
Black Friday,en,11/19/2021,9.459,0,0,84,Released,"Comedy, Horror, Science Fiction"
Resolution,en,6/27/2013,9.445,0,0,93,Released,"Horror, Mystery, Thriller"
C.H.U.D.,en,8/31/1984,9.442,1250000,3412497,97,Released,"Horror, Science Fiction"
Pumpkinhead: Blood Feud,en,2/5/2007,9.44,0,0,95,Released,"Fantasy, Horror, TV Movie"
Dead in Tombstone,en,10/1/2013,9.423,5200000,0,100,Released,"Action, Drama, Fantasy, Horror, Western"
Slash/Back,en,6/24/2022,9.421,0,0,87,Released,"Action, Horror, Science Fiction, Thriller"
The Haunting,en,8/21/1963,9.413,0,0,112,Released,Horror
Kidnapped,es,6/17/2010,9.412,0,0,85,Released,"Horror, Thriller"
Rise: Blood Hunter,en,4/28/2007,9.403,0,2850927,97,Released,"Action, Adventure, Horror, Thriller"
The Initiation,en,12/7/1984,9.398,0,0,97,Released,"Horror, Mystery, Thriller"
The Carmilla Movie,en,10/26/2017,9.392,0,0,94,Released,"Comedy, Horror, Romance"
May,en,6/3/2003,9.39,500000,264349,93,Released,"Comedy, Drama, Horror"
Banshee Chapter,en,8/26/2013,9.387,950000,0,87,Released,"Horror, Thriller"
Lawnmower Man 2: Beyond Cyberspace,en,1/12/1996,9.386,15000000,2409225,92,Released,"Action, Horror, Science Fiction, Thriller"
Tigers Are Not Afraid,es,11/2/2017,9.381,0,0,83,Released,"Drama, Fantasy, Horror, Thriller"
BloodRayne: The Third Reich,en,11/5/2010,9.378,10000000,0,79,Released,"Action, Adventure, Fantasy, Horror"
Evangeline,en,9/28/2013,9.377,0,0,90,Released,"Fantasy, Horror, Thriller"
The Witch in the Window,en,7/23/2018,9.365,0,0,77,Released,"Drama, Horror"
The Crooked Man,en,10/1/2016,9.36,0,0,87,Released,Horror
Hocus Pocus,cn,1/12/1984,9.359,0,0,93,Released,"Action, Fantasy, Horror"
Maligno,es,7/14/2016,9.358,150000,400000,0,Released,"Horror, Mystery"
Rape Zombie: Lust of the Dead 4,ja,8/2/2014,9.357,0,0,87,Released,Horror
Eyes Without a Face,fr,1/11/1960,9.356,0,58656,84,Released,"Drama, Horror, Thriller"
Wishing Stairs,ko,8/1/2003,9.356,125000,0,97,Released,Horror
Here Alone,en,9/16/2016,9.355,0,0,97,Released,"Horror, Science Fiction, Thriller"
Bride of Re-Animator,en,11/14/1990,9.352,2000000,0,96,Released,"Comedy, Horror, Science Fiction"
Black Candles,es,1/1/1982,9.347,0,200298,84,Released,Horror
Tormented,en,5/22/2009,9.346,0,1362653,91,Released,"Comedy, Horror"
The Woods,en,9/25/2006,9.344,0,0,91,Released,"Horror, Mystery, Thriller"
Come Out and Play,en,9/13/2012,9.335,0,0,87,Released,Horror
Castle Freak,en,11/14/1995,9.332,0,0,95,Released,"Drama, Horror, Mystery, Thriller"
Sisters,en,3/26/1973,9.332,500000,1000000,93,Released,"Horror, Mystery, Thriller"
Contamination,en,8/2/1980,9.331,0,0,95,Released,"Adventure, Horror, Science Fiction"
The Harvest,en,4/10/2015,9.328,0,0,104,Released,"Horror, Mystery, Thriller"
Highwaymen,en,2/13/2004,9.318,0,371396,80,Released,"Action, Crime, Horror, Thriller"
Bruiser,en,2/13/2000,9.317,5000000,0,99,Released,"Horror, Thriller"
The Bunker Game,en,2/24/2022,9.306,0,0,92,Released,"Horror, Mystery, Thriller"
Mega Shark vs. Giant Octopus,en,5/19/2009,9.299,0,0,90,Released,"Horror, Science Fiction"
The House on Sorority Row,en,11/19/1982,9.297,425000,10604986,91,Released,"Horror, Mystery, Thriller"
Deerskin,fr,6/19/2019,9.29,0,0,77,Released,"Comedy, Horror"
The Nest,en,5/13/1988,9.286,0,0,89,Released,"Horror, Science Fiction, Thriller"
Little Otik,cs,1/25/2001,9.284,0,0,132,Released,"Comedy, Drama, Horror"
La Exorcista,es,11/2/2022,9.282,0,0,0,Post Production,Horror
Dark Was the Night,en,10/17/2014,9.281,0,0,97,Released,"Horror, Thriller"
Nightbreed,en,2/16/1990,9.272,11000000,8862354,102,Released,"Action, Fantasy, Horror"
Beyond Skyline,en,10/20/2017,9.264,20000000,992181,105,Released,"Action, Adventure, Horror, Science Fiction"
Backtrack,en,7/25/2015,9.262,0,0,90,Released,"Horror, Thriller"
The Puppet Masters,en,10/21/1994,9.261,0,8638072,109,Released,"Horror, Science Fiction, Thriller"
We Summon the Darkness,en,8/28/2020,9.255,0,164677,91,Released,"Horror, Thriller"
Bloodsucking Freaks,en,11/3/1976,9.254,0,0,84,Released,"Comedy, Horror"
We Are the Night,de,10/28/2010,9.252,0,0,100,Released,"Drama, Fantasy, Horror, Romance"
Scooby-Doo! and the Spooky Scarecrow,en,9/10/2013,9.244,0,0,23,Released,"Animation, Comedy, Family, Horror, Mystery"
Ginger Snaps Back: The Beginning,en,7/10/2004,9.243,0,0,94,Released,"Drama, Horror"
The Hitcher II: I've Been Waiting,en,7/15/2003,9.24,0,0,93,Released,"Action, Horror, Thriller"
Invasion of the Body Snatchers,en,2/5/1956,9.236,417000,3000000,80,Released,"Horror, Science Fiction"
Lesson of the Evil,ja,11/10/2012,9.232,0,0,129,Released,"Horror, Thriller"
Mamá,en,10/7/2008,9.231,0,0,3,Released,Horror
Mega Piranha,en,4/10/2010,9.224,3000000,0,92,Released,"Action, Adventure, Horror, Science Fiction"
The White Buffalo,en,5/1/1977,9.223,0,0,97,Released,"Horror, Western"
Storage 24,en,6/29/2012,9.22,0,0,87,Released,"Horror, Science Fiction"
Tailgate,nl,10/31/2019,9.216,0,0,85,Released,"Horror, Thriller"
RoboCroc,en,9/14/2013,9.211,0,0,77,Released,"Fantasy, Horror, Science Fiction"
Deadsight,en,11/25/2018,9.209,0,0,89,Released,Horror
Mother's Day,en,9/23/2010,9.206,11000000,863044,112,Released,"Crime, Horror, Thriller"
Bedevilled,ko,8/19/2010,9.2,700000,0,115,Released,"Crime, Drama, Horror, Thriller"
Frankenhooker,en,6/1/1990,9.197,2500000,205068,85,Released,"Comedy, Horror, Science Fiction"
The Curse of Frankenstein,en,5/20/1957,9.196,270000,8000000,83,Released,"Horror, Science Fiction"
The Hunchback of Notre Dame,fr,12/19/1956,9.193,1000000,0,115,Released,"Drama, History, Horror"
Rabbits,en,1/1/2002,9.192,0,0,42,Released,"Fantasy, Horror, Mystery"
The Quiet Family,ko,4/25/1998,9.183,0,0,98,Released,"Comedy, Horror, Thriller"
Hatchet III,en,6/14/2013,9.183,0,0,81,Released,"Action, Comedy, Horror, Thriller"
The Gravedancers,en,11/18/2006,9.173,0,478535,95,Released,"Horror, Thriller"
Maniac Cop 2,en,12/13/1990,9.165,4000000,0,90,Released,"Action, Horror, Thriller"
The Wilding,en,1/1/2016,9.165,0,0,83,Released,Horror
Aftermath,es,10/8/1994,9.162,0,0,30,Released,"Crime, Horror"
Grabbers,en,8/10/2012,9.159,0,427335,94,Released,"Comedy, Horror, Mystery, Science Fiction, Thriller"
Funny Games,en,3/14/2008,9.149,15000000,7938872,111,Released,"Drama, Horror, Thriller"
Tumbbad,hi,10/12/2018,9.147,0,0,113,Released,"Fantasy, Horror"
Q,en,9/8/1982,9.146,0,0,93,Released,"Crime, Fantasy, Horror, Mystery"
Silent House,en,1/21/2011,9.144,2000000,13101672,85,Released,"Horror, Mystery"
Inbred,en,9/30/2011,9.143,0,0,90,Released,"Comedy, Horror"
Santa's Slay,en,10/25/2005,9.142,0,0,78,Released,"Comedy, Fantasy, Horror"
The Dark Half,en,4/23/1993,9.139,15000000,10611160,122,Released,"Horror, Mystery"
The Razing,en,9/26/2022,9.136,0,0,110,Released,"Drama, Horror, Mystery"
Savaged,en,8/6/2014,9.125,0,0,91,Released,"Action, Drama, Horror, Thriller"
